id,produto,channel,free_user,user_plan,t,c
2788,B,22,1,0,0,1
490,B,77,1,0,4,1
1225,B,22,1,1,17,0
3051,B,33,1,0,0,1
2278,A,44,1,1,31,0
4198,A,44,1,1,25,0
2953,B,33,1,1,1,1
3992,A,44,1,1,0,1
852,A,44,1,1,13,1
457,B,77,0,0,0,1
3239,A,44,1,1,0,1
5150,B,33,0,1,9,0
1269,B,22,1,1,22,0
2946,B,33,1,1,0,1
3781,B,33,1,1,3,1
3596,B,22,1,0,4,1
1381,B,33,1,0,0,1
1295,B,22,1,0,0,1
1129,B,22,0,0,9,0
5243,B,33,1,1,13,0
1050,B,22,1,1,18,0
190,B,22,1,1,15,0
5210,B,33,1,1,6,0
4686,B,88,0,0,9,0
1240,B,22,1,0,0,1
2753,B,22,1,0,1,1
1405,B,33,1,1,0,1
2750,B,22,1,0,3,1
2535,B,77,0,0,9,0
1322,B,22,1,0,0,1
4742,B,88,0,0,9,0
3315,B,77,1,0,1,1
203,B,22,1,1,5,0
509,B,22,1,1,5,1
1234,B,22,1,0,5,0
1937,B,22,1,0,0,1
2203,B,33,1,0,5,0
3453,B,88,0,0,9,0
1081,B,22,1,1,5,0
1334,B,33,1,1,0,1
1001,A,44,0,1,0,1
1192,B,22,1,1,8,0
835,A,44,1,1,0,1
3547,B,22,1,1,13,1
4086,A,44,1,1,9,0
233,B,22,1,0,3,0
5046,B,11,1,1,18,0
5172,B,33,1,0,1,0
3804,B,33,0,1,9,0
4757,B,88,0,0,9,0
2994,A,44,1,1,1,0
5853,B,77,0,1,9,0
216,B,22,1,0,25,0
194,B,33,1,0,0,1
3048,B,22,1,1,16,0
1440,B,22,1,1,8,0
5546,B,22,1,1,3,0
5877,B,77,0,1,9,0
5659,B,22,1,1,15,0
333,A,44,1,1,0,1
1738,B,22,1,0,4,0
422,B,77,1,0,0,1
4652,B,88,0,0,9,0
4265,B,22,1,1,21,0
2249,A,44,1,1,24,0
2424,B,77,1,0,0,1
2026,B,11,0,1,9,0
2836,B,33,0,1,9,0
269,B,22,1,1,22,0
2653,B,22,1,0,2,1
642,B,22,1,0,3,0
2923,B,33,1,0,10,1
3063,B,22,1,1,29,0
1914,B,22,0,1,1,1
5982,B,88,0,0,9,0
2260,A,44,1,1,10,1
23,B,88,0,0,0,1
2499,B,77,1,1,21,0
3919,B,33,1,0,0,1
5123,B,33,1,1,13,0
2418,B,77,1,1,0,1
156,B,22,1,1,14,0
600,B,22,1,0,2,1
2412,B,77,1,0,0,1
1208,B,77,1,0,0,1
1230,B,22,1,0,0,1
1457,B,22,1,1,9,0
357,A,44,1,1,10,1
971,A,44,1,1,17,1
3346,B,77,0,0,9,0
5712,B,22,0,1,9,0
2423,B,22,1,0,9,0
2047,B,11,0,0,9,0
3619,B,11,0,0,9,0
1542,B,22,1,1,22,0
2517,B,77,1,0,1,1
2687,B,88,0,0,9,0
1465,A,44,1,1,0,1
1051,B,22,1,1,9,0
1625,A,44,1,1,0,1
826,A,44,1,1,0,1
5862,B,77,1,1,6,0
26,B,88,0,0,0,1
1158,B,77,1,1,16,1
1560,B,22,0,0,9,0
4604,B,77,1,1,22,0
3627,B,11,0,0,9,0
29,B,22,1,1,8,0
1886,B,22,0,0,4,1
2759,B,11,0,0,9,0
4392,B,22,1,0,5,0
1267,B,22,1,0,0,1
3386,B,77,0,0,0,1
1320,B,22,1,0,2,1
2466,B,77,1,0,0,1
3739,B,11,0,1,9,0
342,B,22,1,1,16,0
2936,B,33,1,0,0,1
2218,B,0,0,1,9,0
3248,A,44,1,1,14,1
3517,B,22,1,0,13,1
1754,B,77,1,1,4,1
836,B,22,1,1,10,0
4123,A,44,1,1,25,0
3879,B,33,1,0,4,1
1500,A,44,1,1,7,1
5225,B,33,1,1,17,0
2177,B,33,0,0,9,0
553,B,22,1,0,3,1
506,B,22,1,0,18,0
2738,B,22,0,1,4,1
472,B,22,1,1,22,0
1464,A,44,1,1,0,1
3682,B,11,1,0,1,0
5409,A,44,1,1,25,0
5205,B,33,0,1,9,0
540,B,22,1,0,0,1
4610,B,77,0,0,9,0
2393,A,44,1,1,7,1
3997,A,44,1,1,10,1
4576,B,77,0,0,9,0
1291,B,22,1,0,1,1
321,B,22,0,0,9,0
3900,B,33,1,1,6,0
5376,A,44,1,1,24,0
386,A,44,1,1,11,1
2639,B,22,1,0,0,1
2135,B,33,1,1,0,1
1071,B,22,1,1,22,0
5279,B,33,1,0,3,0
1576,A,44,1,1,11,1
771,B,33,1,1,0,1
3254,A,44,1,1,11,1
2185,B,33,1,1,17,0
259,B,22,1,0,9,0
4771,B,88,0,0,9,0
704,B,22,0,0,9,0
3044,B,22,0,0,9,0
2855,B,33,1,0,0,1
1066,B,77,1,1,21,1
2765,B,22,1,0,2,1
2944,A,44,1,1,29,0
619,B,22,1,1,15,0
2896,B,33,1,1,9,0
5533,B,22,1,1,15,0
3467,B,88,0,0,9,0
1145,B,77,1,0,0,1
2845,B,33,0,1,9,0
4164,A,44,1,1,16,0
3003,B,33,1,0,0,1
4388,B,22,1,1,8,0
2712,B,22,1,0,0,1
985,B,22,0,0,9,0
2467,B,77,1,0,0,1
1355,B,33,1,1,0,1
2034,B,22,1,0,0,1
4309,B,22,0,0,9,0
2405,B,22,1,1,5,0
4298,B,22,0,0,9,0
4355,B,22,1,1,8,0
2899,B,33,1,1,16,1
1168,B,77,0,1,1,1
4157,A,44,1,1,9,0
1265,B,22,1,1,15,0
859,A,44,1,1,0,1
1422,B,33,1,0,0,1
4386,B,22,1,1,9,0
5527,B,22,1,1,5,0
1019,B,22,1,0,22,0
2113,B,33,1,0,1,1
741,B,33,1,1,0,1
1510,A,44,1,1,0,1
457,B,22,1,1,9,0
1966,B,22,1,0,8,1
3208,A,44,1,1,10,1
5438,A,44,1,1,9,0
1490,A,44,1,1,0,1
4723,B,88,0,0,9,0
4950,B,11,0,0,9,0
4252,B,22,1,1,5,0
812,A,44,1,1,0,1
2894,B,33,1,1,0,1
2422,B,22,0,0,9,0
2019,B,11,0,1,9,0
3594,B,22,1,1,7,1
2598,B,77,1,1,8,1
2931,A,44,1,1,31,0
3807,B,33,1,1,6,0
3492,B,22,1,0,2,1
282,B,33,1,1,0,1
2072,B,11,0,1,9,0
2990,A,44,1,1,1,0
3221,B,77,1,0,5,0
4622,B,77,0,0,9,0
2075,B,22,1,0,0,1
5052,B,11,0,0,9,0
1980,B,22,1,0,0,1
655,B,22,1,0,7,0
3541,B,22,1,1,16,1
3101,B,22,1,1,22,0
2098,B,33,1,1,0,1
1141,B,77,1,0,0,1
3008,B,33,1,0,0,1
274,B,22,1,1,5,0
908,B,22,1,1,9,0
1088,B,77,0,0,0,1
1062,B,22,0,0,9,0
2752,B,11,1,1,9,0
2453,B,77,1,1,6,1
39,B,88,0,0,0,1
2496,B,77,0,0,9,0
5385,A,44,1,1,16,0
177,B,33,1,1,1,1
1078,B,77,1,0,0,1
2531,B,77,1,0,0,1
3282,B,77,1,1,24,0
2574,B,77,1,0,0,1
4479,B,77,1,1,10,0
1573,A,44,1,1,8,1
1686,B,77,1,0,1,1
3445,B,77,1,0,1,1
1482,B,22,1,0,16,0
3246,A,44,1,1,15,1
1011,B,22,0,0,9,0
1030,B,77,1,0,0,1
1901,B,22,1,0,2,1
1489,A,44,1,1,0,1
2862,B,33,1,1,0,1
1042,B,22,0,0,9,0
995,A,44,1,1,13,1
925,A,44,1,1,0,1
1454,B,22,1,1,8,0
1614,B,22,1,0,10,0
1590,B,22,1,1,28,0
3729,B,11,1,1,3,0
3395,B,77,0,1,0,1
600,B,22,1,1,22,0
3990,A,44,1,1,14,1
2664,B,22,1,0,0,1
1359,B,33,1,0,0,1
1230,B,22,1,1,8,0
2790,B,11,0,0,9,0
4505,B,77,0,0,9,0
2580,B,77,0,0,3,1
4504,B,77,0,1,9,0
2130,B,33,1,0,1,1
744,B,33,1,0,1,1
373,A,44,1,1,0,1
2146,B,33,1,0,0,1
704,B,33,1,0,0,1
4121,A,44,1,1,25,0
5765,B,77,0,0,9,0
790,B,22,1,0,7,0
862,A,44,1,1,0,1
2597,B,77,1,1,17,0
4637,B,77,1,1,10,0
189,B,33,1,0,0,1
2188,B,33,1,0,0,1
897,A,44,1,1,10,1
5672,B,22,1,1,5,0
131,B,22,1,1,25,0
1296,B,22,0,0,9,0
3376,B,88,0,0,9,0
22,B,22,1,0,13,0
2867,B,33,1,0,1,0
5639,B,22,1,1,5,0
963,B,22,1,1,8,0
4462,B,77,0,0,9,0
2088,B,33,1,0,0,1
3821,B,33,1,1,0,1
4575,B,77,0,0,9,0
3160,A,44,1,1,19,1
2692,B,88,0,1,9,0
775,B,22,1,0,8,0
1759,B,77,0,1,0,1
3961,B,33,1,1,9,0
2340,A,66,1,1,8,0
4508,B,77,1,1,26,0
363,A,44,1,1,17,1
3695,B,22,1,0,0,1
5783,B,77,1,1,4,0
794,B,33,1,1,0,1
241,B,22,0,1,9,0
4957,B,11,1,1,25,0
3994,B,33,1,1,12,0
690,B,33,1,1,5,1
3,B,88,0,1,5,1
2891,B,33,1,0,0,1
2328,A,44,1,1,24,0
3134,B,22,1,0,15,0
3752,B,33,1,1,19,1
986,A,44,1,1,10,1
516,B,22,0,1,6,1
2774,B,22,1,1,7,1
387,B,22,1,1,8,0
3779,B,33,1,1,1,1
2515,B,77,1,0,0,1
1938,B,99,0,0,9,0
572,B,22,1,1,15,0
670,B,22,1,1,9,0
2127,B,33,1,1,3,0
5911,B,77,0,1,9,0
4819,B,88,0,0,9,0
2572,B,77,1,1,4,0
4130,A,44,1,1,25,0
2171,B,33,1,1,0,1
2235,A,44,1,1,16,0
3998,B,33,1,1,26,0
1776,B,22,1,1,18,0
4537,B,77,0,0,9,0
2599,B,77,0,0,0,1
335,B,22,1,0,6,0
5570,B,22,1,0,15,0
3543,B,22,1,0,0,1
4539,B,77,0,0,9,0
4862,B,88,1,0,9,0
2730,B,11,0,0,9,0
3447,B,88,0,0,9,0
4732,B,88,0,0,9,0
5799,B,77,1,0,15,0
2594,B,77,0,0,0,1
5513,B,22,1,1,8,0
137,B,22,1,1,9,0
2792,B,11,1,0,8,0
3183,B,77,0,1,9,0
586,B,22,1,1,2,1
5995,B,88,0,0,9,0
4016,A,44,1,1,2,0
3677,B,11,0,0,9,0
2049,B,11,0,1,9,0
5748,B,77,0,0,9,0
1421,B,33,1,0,1,1
3113,A,44,1,1,5,1
4374,B,22,1,1,5,0
422,B,22,1,1,2,0
3425,B,77,1,0,0,1
5827,B,77,0,0,9,0
3891,B,33,1,1,0,1
159,B,22,1,0,19,0
2281,A,44,1,1,16,0
4740,B,88,0,1,9,0
3725,B,11,0,1,9,0
2530,B,77,1,1,26,0
1585,B,22,1,0,5,0
781,B,22,1,1,18,0
2748,B,11,0,1,9,0
2291,A,44,1,1,9,0
4830,B,88,0,0,9,0
561,B,22,1,0,0,1
3259,A,44,1,1,21,1
3745,A,33,1,1,3,1
1381,B,22,1,0,8,0
5488,A,44,1,1,9,0
1760,B,22,1,0,8,0
1601,A,44,1,1,0,1
2351,A,66,1,1,13,0
1205,B,22,1,1,15,0
2251,A,44,1,1,15,1
4625,B,77,1,0,14,0
2656,B,22,1,0,2,1
353,B,22,0,0,9,0
349,A,44,1,1,18,1
2889,B,33,1,1,9,1
5019,B,11,1,0,3,0
139,B,11,1,0,0,1
4213,A,44,1,1,22,0
2,B,88,0,0,6,1
45,B,22,1,1,8,0
4261,B,22,0,0,9,0
900,B,22,1,1,14,0
2082,B,22,1,0,0,1
1200,B,22,1,1,9,0
2949,A,44,1,1,25,0
5621,B,22,1,1,9,0
2782,B,11,0,1,9,0
2214,B,33,1,0,17,0
558,B,22,1,1,30,0
3875,B,33,1,1,2,0
5360,A,44,1,1,22,0
442,B,77,1,0,0,1
3772,B,33,1,1,0,1
5514,B,22,0,1,9,0
3934,B,33,0,1,9,0
1004,B,22,1,1,22,0
2601,B,88,0,0,9,0
3444,B,88,0,0,9,0
427,B,77,1,0,0,1
5499,A,44,1,1,16,0
4684,B,88,0,0,9,0
2951,A,44,1,1,9,0
5321,A,44,1,1,16,0
1742,B,77,1,1,4,1
278,B,33,1,0,0,1
3784,B,33,1,0,0,1
2893,B,33,1,1,29,0
962,A,44,1,1,12,1
3612,B,22,1,0,2,1
5796,B,77,0,1,9,0
2959,B,33,1,0,0,1
475,B,22,1,1,18,0
433,B,22,1,1,8,0
2826,B,22,1,0,8,1
1855,B,77,0,0,0,1
3802,B,33,1,1,0,1
5328,A,44,1,1,25,0
3055,B,22,1,1,5,0
3537,B,22,1,0,0,1
3811,B,33,1,1,13,0
3561,B,88,0,0,9,0
4330,B,22,0,1,9,0
2581,B,77,1,1,30,0
1288,B,22,1,0,0,1
758,B,33,1,1,0,1
2092,B,33,1,1,0,1
835,B,22,0,1,9,0
1112,B,77,1,0,0,1
1915,B,22,1,0,0,1
5045,B,11,0,0,9,0
101,B,11,1,0,16,1
2487,B,22,1,1,5,0
5284,B,33,1,1,18,0
1130,B,77,1,0,0,1
1394,B,22,1,1,4,0
3995,A,44,1,1,0,1
2673,B,88,0,0,9,0
972,A,44,1,1,17,1
1711,B,77,1,0,0,1
4340,B,22,1,1,22,0
1768,B,77,1,1,4,1
3501,B,22,1,0,0,1
1629,A,44,1,1,0,1
5922,B,77,1,1,12,0
866,A,44,1,1,19,1
1921,B,22,1,0,1,1
1441,B,22,1,1,8,0
5761,B,77,1,0,2,0
1329,B,22,0,0,9,0
3301,B,77,1,0,0,1
4387,B,22,1,1,27,0
1217,B,77,1,1,9,1
4588,B,77,0,0,9,0
2253,A,44,1,1,24,0
3142,B,77,1,1,6,0
3654,B,11,1,1,26,0
4199,A,44,1,1,27,0
994,A,44,1,1,28,1
1541,A,44,1,1,0,1
5713,B,22,1,1,22,0
5887,B,77,0,0,9,0
4267,B,22,1,1,15,0
5883,B,77,1,1,17,0
2680,B,88,0,0,9,0
1299,B,22,1,0,1,1
3644,B,22,1,1,3,1
2241,A,44,1,1,0,1
2169,B,33,1,1,10,0
1074,B,22,0,1,9,0
4899,B,11,0,0,9,0
3212,B,77,0,1,9,0
3613,B,22,1,0,2,1
2553,B,77,1,0,0,1
1466,B,22,1,1,18,0
977,B,22,0,0,9,0
3143,A,44,1,1,12,1
34,B,88,0,1,0,1
396,B,77,0,1,0,1
3532,B,88,0,0,9,0
4647,B,77,0,1,9,0
3447,B,77,1,0,0,1
1144,B,22,0,1,9,0
830,A,44,1,1,15,1
1023,B,22,1,1,9,0
3458,B,77,1,0,0,1
1955,B,99,0,0,9,0
238,B,22,0,1,9,0
4878,B,11,0,0,6,0
270,B,33,1,0,0,1
347,A,44,1,1,0,1
829,A,44,1,1,20,1
1952,B,22,1,1,19,1
751,B,33,1,1,0,1
3378,B,77,1,0,1,1
1959,B,22,1,0,0,1
660,B,22,1,1,5,0
3397,B,77,0,0,0,1
2275,A,44,1,1,16,0
4600,B,77,1,0,11,0
4924,B,11,0,0,9,0
2613,B,88,0,0,9,0
5631,B,22,1,1,4,0
5322,A,44,1,1,1,0
190,B,33,1,0,0,1
3859,B,33,1,1,2,0
3548,B,88,1,0,9,0
3898,B,33,1,1,23,0
3440,B,88,0,0,9,0
1958,A,99,1,1,1,0
1052,B,22,0,1,9,0
3522,B,88,0,0,9,0
886,B,22,1,1,13,0
94,B,11,1,0,0,1
5352,A,44,1,1,29,0
4566,B,77,0,0,9,0
4181,A,44,1,1,25,0
4787,B,88,0,0,9,0
413,B,77,1,0,0,1
1702,B,22,1,1,9,0
1852,B,77,0,0,0,1
5928,B,77,1,0,24,0
3285,B,77,0,0,9,0
3608,B,22,1,1,2,1
5148,B,33,1,1,9,0
89,B,11,0,0,0,1
5390,A,44,1,1,16,0
4685,B,88,0,0,9,0
360,B,22,1,1,5,0
5506,A,44,1,1,29,0
877,A,44,1,1,0,1
1132,B,77,0,0,8,1
2760,B,22,1,0,2,1
5556,B,22,0,1,9,0
2647,B,22,1,1,15,1
3080,A,44,1,0,5,1
2570,B,77,1,1,31,0
5679,B,22,1,1,9,0
4109,A,44,1,1,9,0
3844,B,33,1,1,0,1
355,A,44,1,1,0,1
3472,B,88,0,0,9,0
3547,B,88,1,0,9,0
2490,B,22,0,0,9,0
2288,A,44,1,1,9,0
1626,A,44,1,1,0,1
168,B,11,1,0,2,1
464,B,77,0,0,0,1
5214,B,33,0,1,9,0
2394,A,44,1,1,0,1
3718,B,11,1,0,28,0
1987,A,0,1,1,22,0
947,A,44,1,1,0,1
1824,B,22,1,1,8,0
1410,B,33,1,1,0,1
1492,B,22,1,1,18,0
653,B,22,1,1,5,0
2379,A,66,1,1,25,0
2616,B,22,1,0,0,1
351,B,22,1,1,9,0
5253,B,33,0,1,9,0
5624,B,22,1,1,25,0
2975,A,44,1,1,27,0
1812,B,22,1,1,5,0
1300,B,22,1,0,8,0
3129,A,44,1,1,0,1
3473,B,88,0,0,9,0
857,A,44,1,1,0,1
568,B,22,1,1,9,0
5779,B,77,0,0,9,0
1275,B,22,1,1,22,0
2957,A,44,1,1,25,0
4440,B,77,0,0,9,0
1508,B,22,1,1,5,0
5583,B,22,1,1,5,0
4758,B,88,0,0,9,0
2066,B,22,1,0,2,1
3826,B,33,1,1,0,1
2223,B,0,0,1,9,0
41,B,22,0,0,9,0
5116,B,33,0,1,9,0
1337,B,22,1,1,19,0
4320,B,22,1,1,9,0
2674,B,22,1,0,1,1
2242,A,44,1,1,17,1
1449,B,22,0,1,9,0
380,A,44,1,1,0,1
1445,A,44,0,1,0,1
1603,B,22,1,1,26,0
2067,B,11,1,0,9,0
5972,B,88,0,0,9,0
3416,B,88,0,0,9,0
2040,B,11,1,0,6,0
2115,B,33,1,0,1,1
5825,B,77,1,0,10,0
3114,A,44,1,1,19,1
3777,B,33,1,1,0,1
4903,B,11,1,0,6,0
3957,B,33,1,1,28,0
95,B,11,1,0,0,1
3831,B,33,1,1,5,1
3953,A,44,1,1,0,1
3479,B,88,0,0,9,0
2500,B,77,1,0,0,1
4511,B,77,0,0,9,0
3639,B,11,0,1,9,0
981,A,44,1,1,0,1
5509,A,44,1,1,16,0
1411,B,22,1,0,8,0
1051,B,77,1,0,0,1
700,B,22,1,1,22,0
147,B,11,1,0,0,1
4191,A,44,1,1,24,0
2244,A,44,1,1,1,1
1848,B,22,1,1,15,0
3905,B,33,1,1,0,1
2821,B,22,1,0,1,1
20,B,22,1,1,5,0
5835,B,77,0,0,9,0
5189,B,33,0,1,9,0
2186,B,33,1,1,25,0
72,B,11,1,1,3,1
1070,B,22,0,0,9,0
925,B,22,1,0,4,0
2365,A,66,1,2,6,0
402,B,77,1,0,0,1
4041,A,44,1,1,16,0
4688,B,88,0,0,9,0
4444,B,77,0,1,9,0
4925,B,11,1,1,4,0
3557,B,22,1,0,0,1
5235,B,33,1,1,5,0
1108,B,22,1,1,15,0
2477,B,77,1,1,12,1
1782,B,22,1,0,5,0
48,B,22,0,0,9,0
3625,B,22,1,0,0,1
1711,B,22,1,1,22,0
2234,A,44,1,1,10,1
2045,B,11,0,0,9,0
1704,B,77,1,0,0,1
1869,B,22,1,1,9,0
180,B,33,1,0,0,1
5443,A,44,1,1,24,0
3869,B,33,0,1,9,0
3545,B,22,1,0,1,1
757,B,22,0,0,9,0
4358,B,22,1,1,22,0
3578,B,11,0,0,9,0
5706,B,22,0,0,9,0
844,A,44,1,1,0,1
2505,B,77,0,0,9,0
2093,B,33,1,1,1,1
1976,A,0,1,1,12,0
73,B,22,0,0,9,0
570,B,22,1,1,2,1
1181,B,22,1,1,11,0
1895,B,22,1,0,0,1
5568,B,22,1,1,8,0
2806,B,11,0,0,9,0
2002,B,22,1,0,0,1
1822,B,77,1,0,0,1
2230,B,0,0,1,9,0
1486,A,44,1,1,0,1
4098,A,44,1,1,27,0
4528,B,77,1,0,6,0
4088,A,44,1,1,9,0
1700,B,22,0,1,9,0
3796,B,33,1,0,2,0
923,B,22,1,1,8,0
2803,B,11,0,0,9,0
3604,B,11,0,1,9,0
1475,A,44,1,1,18,1
5245,B,33,1,1,23,0
2877,B,33,1,1,16,0
4363,B,22,1,1,5,0
256,B,22,0,1,9,0
2786,B,22,1,0,9,1
4855,B,88,0,0,9,0
789,B,33,1,1,0,1
5217,B,33,0,1,9,0
3838,B,33,1,1,16,0
4507,B,77,0,0,9,0
3980,B,33,1,1,16,0
2775,B,11,1,1,5,0
2963,A,44,1,1,30,0
3393,B,77,0,1,0,1
5199,B,33,1,1,26,0
196,B,33,1,1,0,1
1892,B,22,1,1,15,1
2107,B,33,1,1,6,0
4043,A,44,1,1,31,0
2357,A,44,1,1,3,1
5870,B,77,0,0,9,0
5655,B,22,1,1,18,0
203,B,33,1,0,0,1
813,A,44,0,1,10,1
4581,B,77,0,1,9,0
4963,B,11,1,1,29,0
2935,B,33,1,0,0,1
5864,B,77,1,1,24,0
260,B,22,0,0,9,0
4243,B,22,1,0,5,0
5040,B,11,1,0,4,0
49,A,66,1,0,0,1
5590,B,22,1,1,9,0
3446,B,77,1,0,0,1
1406,B,22,1,0,4,0
3140,B,22,1,0,9,0
2105,B,33,1,0,0,1
3535,B,22,1,0,0,1
3869,B,33,1,1,0,1
2126,B,33,0,1,9,0
1598,B,22,1,1,8,0
4301,B,22,1,1,5,0
2190,B,33,1,0,0,1
3984,B,33,1,1,17,0
1367,B,33,1,1,0,1
3192,A,44,1,1,0,1
1402,B,33,1,0,0,1
2999,B,33,1,0,0,1
644,B,22,1,1,8,0
3686,B,11,0,1,9,0
4437,B,22,0,0,9,0
989,B,22,0,1,9,0
4516,B,77,0,1,9,0
4108,A,44,1,1,9,0
3312,B,77,1,0,0,1
2657,B,88,0,0,9,0
2416,B,22,0,1,9,0
764,B,22,0,1,9,0
4294,B,22,1,1,7,0
763,A,33,1,1,0,1
3922,A,44,1,1,0,1
2748,B,22,1,0,3,1
5524,B,22,1,0,8,0
160,B,11,1,0,0,1
596,B,22,1,0,1,1
3636,B,22,1,0,0,1
3564,B,88,0,1,9,0
2679,B,22,1,0,0,1
4696,B,88,0,0,9,0
3473,B,77,1,0,0,1
3731,B,11,0,0,9,0
1661,B,77,0,0,0,1
1907,B,22,1,0,0,1
5637,B,22,1,0,8,0
2690,B,22,1,0,0,1
2147,B,33,1,1,0,1
1065,B,77,1,0,0,1
3000,B,33,1,0,0,1
1647,A,44,1,1,14,1
898,B,22,1,1,9,0
5327,A,44,1,1,1,0
5649,B,22,1,1,9,0
5588,B,22,0,0,9,0
1413,B,22,0,0,9,0
4006,A,44,1,1,25,0
4911,B,11,0,1,9,0
4888,B,11,0,1,9,0
2984,A,44,1,1,24,0
2594,B,77,0,0,9,0
1235,B,22,1,0,2,1
31,B,88,0,1,0,1
3407,B,77,1,0,0,1
3165,A,44,1,1,10,1
4730,B,88,0,0,9,0
121,B,22,1,1,11,0
2064,B,11,0,0,9,0
1323,B,22,1,1,25,0
1874,B,22,1,0,0,1
3066,A,44,1,1,0,1
5978,B,88,0,0,9,0
4279,B,22,1,1,9,0
437,B,77,1,0,0,1
1146,B,77,1,0,0,1
5676,B,22,0,0,9,0
2655,B,88,0,0,9,0
2154,B,33,1,1,18,0
3214,A,44,1,1,0,1
4551,B,77,0,1,9,0
2344,A,66,1,2,9,0
4334,B,22,1,0,7,0
38,B,88,0,0,0,1
2251,A,44,1,1,25,0
3803,B,33,1,1,13,0
3967,B,33,1,1,4,0
4711,B,88,0,1,9,0
3545,B,88,1,0,9,0
5065,B,11,0,0,9,0
2265,A,44,1,1,30,1
5830,B,77,0,0,9,0
4562,B,77,0,0,9,0
1703,B,22,1,1,29,0
418,B,77,1,1,2,1
5705,B,22,1,1,8,0
3455,B,88,0,1,9,0
4103,A,44,1,1,31,0
4513,B,77,1,1,28,0
3157,B,77,1,1,8,0
3602,B,11,0,0,9,0
2444,B,22,0,1,9,0
1918,B,99,0,0,9,0
3878,B,33,1,1,0,1
5381,A,44,1,1,2,0
1083,B,77,1,0,0,1
842,A,44,1,0,7,1
1942,B,22,1,0,0,1
1570,A,44,1,1,0,1
1942,B,99,0,0,9,0
3253,B,77,0,0,9,0
4013,A,44,1,1,31,0
1325,B,22,1,0,4,1
2737,B,11,0,0,9,0
3291,B,77,1,1,26,0
1837,B,77,1,0,0,1
4467,B,77,0,0,9,0
336,B,22,1,1,22,0
1125,B,77,0,0,0,1
5126,B,33,1,1,10,0
797,B,22,1,1,5,0
3201,A,44,1,1,11,1
3203,A,44,1,1,8,1
4800,B,88,0,0,9,0
2011,B,11,0,1,9,0
5597,B,22,0,0,9,0
536,B,22,1,1,9,0
4982,B,11,0,0,9,0
5122,B,33,0,1,9,0
3589,B,22,1,0,2,1
2181,B,33,1,1,0,1
1566,A,44,1,1,0,1
135,B,22,1,1,9,0
2648,B,88,0,0,9,0
2075,B,11,0,1,9,0
3888,B,33,1,1,0,1
4233,B,22,1,1,21,0
2270,A,44,1,1,25,1
4536,B,77,0,0,9,0
497,B,22,1,1,5,0
2112,B,33,1,1,3,1
2859,B,33,1,0,1,0
3118,A,44,1,1,11,1
712,B,22,1,1,22,0
5616,B,22,1,1,31,0
1136,B,22,1,1,9,0
3722,B,33,1,1,0,1
1698,B,77,1,0,0,1
1873,B,22,1,0,0,1
1947,B,99,0,0,9,0
5841,B,77,0,0,9,0
1900,B,22,1,0,2,1
4248,B,22,1,1,31,0
1887,B,22,1,0,0,1
5220,B,33,1,1,16,0
1139,B,77,1,0,0,1
1145,B,22,1,1,22,0
865,B,22,1,1,9,0
992,A,44,1,1,6,1
580,B,22,0,0,9,0
3423,B,77,0,0,0,1
2331,A,44,1,0,7,1
263,B,22,1,0,9,0
3150,B,77,1,0,9,0
3758,B,11,0,0,9,0
2840,B,33,1,0,13,0
2311,A,44,1,1,0,1
530,B,22,1,0,1,1
1988,B,22,1,0,0,1
1815,B,22,1,0,9,0
2571,B,77,1,0,0,1
1442,A,44,1,1,0,1
2888,B,33,1,1,5,1
2076,B,22,1,0,0,1
685,B,22,1,1,29,0
3598,B,11,0,1,9,0
1522,A,44,1,1,0,1
674,B,22,0,1,9,0
35,B,22,1,1,17,0
809,A,44,1,1,11,1
2812,B,22,1,1,13,1
156,B,11,1,0,0,1
759,B,22,1,0,17,0
1191,B,77,1,0,0,1
4761,B,88,0,0,9,0
1625,B,22,1,1,21,0
3245,B,77,0,0,9,0
4906,B,11,1,1,7,0
148,B,22,1,0,8,0
911,A,44,1,1,2,1
706,B,22,1,1,9,0
1509,B,22,1,0,15,0
2937,A,44,1,1,4,0
3197,A,44,1,1,0,1
5262,B,33,0,1,9,0
5090,B,33,1,1,13,0
1179,B,77,0,0,0,1
2779,B,11,0,0,9,0
3656,B,22,1,0,1,1
1844,B,77,1,1,2,1
3196,A,44,1,1,11,1
3849,B,33,1,0,0,1
3628,B,11,0,1,9,0
2354,A,44,1,1,27,1
173,B,22,1,1,15,0
1024,B,77,1,0,0,1
1972,B,0,1,0,6,0
1414,B,33,1,0,0,1
113,B,11,1,0,0,1
2848,B,33,1,1,0,1
2301,A,44,1,1,16,0
5993,B,88,0,0,9,0
3463,B,88,0,0,9,0
168,B,22,1,1,22,0
2161,B,33,0,1,9,0
951,B,22,1,1,27,0
1691,B,77,1,1,23,1
870,A,44,1,1,3,1
3911,B,33,1,1,23,0
1129,B,77,0,1,0,1
735,B,33,0,0,0,1
2043,B,11,0,0,9,0
669,B,11,0,1,0,1
5163,B,33,1,0,9,0
1137,B,77,1,0,0,1
5401,A,44,1,1,25,0
3706,B,33,1,0,1,1
2324,A,44,1,1,16,0
2095,B,33,1,0,1,1
3272,B,77,1,0,1,1
1673,B,77,1,0,0,1
3509,B,22,1,0,0,1
3436,B,77,1,0,0,1
5576,B,22,1,1,22,0
258,B,22,1,0,17,0
1299,B,22,1,1,9,0
5288,B,33,1,1,13,0
